id,text,pos_tags
128,"Other seeded players advancing were number three Wayne Ferreira of South Africa , number four Marcelo Rios of Chile , number six MaliVai Washington of the United States and American Todd Martin , the seventh seeed .","Other/JJ seeded/VBD players/NNS advancing/VBG were/VBD number/NN three/CD Wayne/NNP Ferreira/NNP of/IN South/NNP Africa/NNP ,/, number/NN four/CD Marcelo/NNP Rios/NNP of/IN Chile/NNP ,/, number/NN six/CD MaliVai/NNP Washington/NNP of/IN the/DT United/NNP States/NNPS and/CC American/NNP Todd/NNP Martin/NNP ,/, the/DT seventh/JJ seeed/NN ./."
129,"The event was part of an opposition campaign launched on August 14 , Pakistan 's independence day .","The/DT event/NN was/VBD part/NN of/IN an/DT opposition/NN campaign/NN launched/VBN on/IN August/NNP 14/CD ,/, Pakistan/NNP 's/POS independence/NN day/NN ./."
130,"Dutch post and telecoms group Koninklijke PTT Nederland NV 's ( Dutch PTT ) first half results came marginally below most analysts ' forecasts , giving scant grounds to adjust full year estimates , analysts said on Friday .","Dutch/NN post/NN and/CC telecoms/NNS group/NN Koninklijke/NNP PTT/NNP Nederland/NNP NV/NNP 's/POS (/( Dutch/NNP PTT/NNP )/) first/RB half/JJ results/NNS came/VBD marginally/RB below/IN most/JJS analysts/NNS '/POS forecasts/NNS ,/, giving/VBG scant/JJ grounds/NNS to/TO adjust/VB full/JJ year/NN estimates/NNS ,/, analysts/NNS said/VBD on/IN Friday/NNP ./."
131,TENNIS - TUESDAY 'S RESULTS FROM U.S. OPEN .,TENNIS/NNP -/: TUESDAY/NN 'S/POS RESULTS/NNP FROM/NNP U.S./NNP OPEN/NNP ./.
132,Toluca 3 1 0 2 6 5 3,Toluca/NNP 3/CD 1/CD 0/CD 2/CD 6/CD 5/CD 3/CD
133,Auckland 21 11 0 10 406 389 22,Auckland/NNP 21/CD 11/CD 0/CD 10/CD 406/CD 389/CD 22/CD
134,Promodes was not immediately available for comment .,Promodes/NNS was/VBD not/RB immediately/RB available/JJ for/IN comment/NN ./.
135,HONG KONG 1996-08-23,HONG/NNP KONG/NNP 1996-08-23/JJ
136,Five players were ejected after Yankees ' outfielder Paul O'Neill and Seattle catcher John Marzano got into a fight after O'Neill had been brushed back .,Five/CD players/NNS were/VBD ejected/VBN after/IN Yankees/NNP '/POS outfielder/NN Paul/NNP O'Neill/NNP and/CC Seattle/NNP catcher/NN John/NNP Marzano/NNP got/VBD into/IN a/DT fight/NN after/IN O'Neill/NNP had/VBD been/VBN brushed/VBN back/RB ./.
137,In Home Health to appeal payment denial .,In/IN Home/NNP Health/NNP to/TO appeal/VB payment/NN denial/NN ./.
138,"Two world records are in serious danger of being broken at the meeting -- the women 's 1,000 metres and the men 's 3,000 metres .","Two/CD world/NN records/NNS are/VBP in/IN serious/JJ danger/NN of/IN being/VBG broken/VBN at/IN the/DT meeting/NN --/: the/DT women/NNS 's/POS 1,000/CD metres/NNS and/CC the/DT men/NNS 's/POS 3,000/CD metres/NNS ./."
139,The city is up for negotiation at final peace talks which have yet to resume under Netanyahu .,The/DT city/NN is/VBZ up/RP for/IN negotiation/NN at/IN final/JJ peace/NN talks/NNS which/WDT have/VBP yet/RB to/TO resume/VB under/IN Netanyahu/NNP ./.
140,2. Scott McGrory - Stephen Pate ( Australia ) 25,2/CD ./. Scott/NNP McGrory/NNP -/: Stephen/NNP Pate/NNP (/( Australia/NNP )/) 25/CD
141,I think probably if the decision ( to cancell ) were to be taken it would probably be all municipal elections ..,I/PRP think/VBP probably/RB if/IN the/DT decision/NN (/( to/TO cancell/VB )/) were/VBD to/TO be/VB taken/VBN it/PRP would/MD probably/RB be/VB all/DT municipal/JJ elections/NNS ../VBP
142,"In apparent retaliation for NATO 's detention of the Serbs , an angry Serb mob including policemen trapped six unarmed U.N. police monitors and three local aides in their office in the town of Zvornik , east of Mahala .","In/IN apparent/JJ retaliation/NN for/IN NATO/NNP 's/POS detention/NN of/IN the/DT Serbs/NNP ,/, an/DT angry/JJ Serb/NNP mob/NN including/VBG policemen/NNS trapped/VBD six/CD unarmed/JJ U.N./NNP police/NN monitors/NNS and/CC three/CD local/JJ aides/NNS in/IN their/PRP$ office/NN in/IN the/DT town/NN of/IN Zvornik/NNP ,/, east/NN of/IN Mahala/NNP ./."
143,1860 Munich 1 ( Schwabl 38th ) Borussia Dortmund 3 ( Zorc,1860/CD Munich/NNP 1/CD (/( Schwabl/NNP 38th/CD )/) Borussia/NNP Dortmund/NNP 3/CD (/( Zorc/NNP
144,"Jan Buettner , managing director of AOL Germany , said AdOn was in the formation phase and would "" get off the ground next year , bringing in advertising from around Europe . ""","Jan/NNP Buettner/NNP ,/, managing/VBG director/NN of/IN AOL/NNP Germany/NNP ,/, said/VBD AdOn/NNP was/VBD in/IN the/DT formation/NN phase/NN and/CC would/MD ``/`` get/VB off/IN the/DT ground/NN next/IN year/NN ,/, bringing/VBG in/IN advertising/NN from/IN around/IN Europe/NNP ./. ``/``"
145,following ( all figures cents per share ) :,following/VBG (/( all/DT figures/NNS cents/NNS per/IN share/NN )/) :/:
146,Cleveland lost for just the second time in six games .,Cleveland/NN lost/VBN for/IN just/RB the/DT second/JJ time/NN in/IN six/CD games/NNS ./.
147,"Former England captain Will Carling along with Jeremy Guscott , Rory Underwood and Dean Richards have been left out of England 's first training squad of the season .","Former/NNP England/NNP captain/NN Will/NNP Carling/NNP along/IN with/IN Jeremy/NNP Guscott/NNP ,/, Rory/NNP Underwood/NNP and/CC Dean/NNP Richards/NNP have/VBP been/VBN left/VBN out/IN of/IN England/NNP 's/POS first/JJ training/NN squad/NN of/IN the/DT season/NN ./."
148,Russian troops began to pull out from southern Chechnya on Sunday under a ceasefire agreement between Russian security chief Alexander Lebed and rebel leaders .,Russian/JJ troops/NNS began/VBD to/TO pull/VB out/RP from/IN southern/JJ Chechnya/NNP on/IN Sunday/NNP under/IN a/DT ceasefire/NN agreement/NN between/IN Russian/NNP security/NN chief/NN Alexander/NNP Lebed/NNP and/CC rebel/NN leaders/NNS ./.
149,"More than 100 people were safely evacuated on Monday from a ferry that caught fire soon after leaving Guernsey in Britain 's Channel Islands , police said .","More/JJR than/IN 100/CD people/NNS were/VBD safely/RB evacuated/VBN on/IN Monday/NNP from/IN a/DT ferry/NN that/WDT caught/VBD fire/NN soon/RB after/IN leaving/VBG Guernsey/NNP in/IN Britain/NNP 's/POS Channel/NNP Islands/NNPS ,/, police/NN said/VBD ./."
150,BRUSSELS 1996-08-24,BRUSSELS/NNP 1996-08-24/JJ
151,""" Through the establishment of PULPEX , London will have a commodities bourse for forest products which complements existing bourses for oil , metals and ' softs ' ( coffee , sugar and cocoa ) , "" OM said .","``/`` Through/IN the/DT establishment/NN of/IN PULPEX/NNP ,/, London/NNP will/MD have/VB a/DT commodities/NNS bourse/NN for/IN forest/NN products/NNS which/WDT complements/NNS existing/VBG bourses/NNS for/IN oil/NN ,/, metals/NNS and/CC '/'' softs/NNS '/POS (/( coffee/NN ,/, sugar/NN and/CC cocoa/NN )/) ,/, ``/`` OM/NNP said/VBD ./."
152,VODNI STAVBY PRAHA 1915.00 1915.00 2000 3830.000,VODNI/NNP STAVBY/NNP PRAHA/NNP 1915.00/CD 1915.00/CD 2000/CD 3830.000/CD
153,"A policeman has been shot dead in Serbia 's troubled Kosovo province , Serbian police said on Thursday .","A/DT policeman/NN has/VBZ been/VBN shot/VBN dead/JJ in/IN Serbia/NNP 's/POS troubled/JJ Kosovo/NNP province/NN ,/, Serbian/JJ police/NN said/VBD on/IN Thursday/NNP ./."
154,Championship standings after seven rounds :,Championship/NNP standings/NNS after/IN seven/CD rounds/NNS :/:
155,Leading results at an,Leading/VBG results/NNS at/IN an/DT
156,Cambridge 3 1 2 0 3 2 5,Cambridge/NNP 3/CD 1/CD 2/CD 0/CD 3/CD 2/CD 5/CD
157,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,-/: Turkish/JJ foreign/JJ minister/NN says/VBZ Turkey/NNP will/MD take/VB part/NN in/IN the/DT Baghdad/NNP trade/NN fair/NN that/WDT will/MD be/VB held/VBN in/IN November/NNP ./.
158,"8-0-33-0 , Tendulkar 6-0-29-1 , Kapoor 10-2-51-0 , Jadeja","8-0-33-0/JJ ,/, Tendulkar/NNP 6-0-29-1/NNP ,/, Kapoor/NNP 10-2-51-0/CD ,/, Jadeja/NNP"
159,""" It was called the "" First Battle of the Newbury bypass ' , "" said ARC 's Harding .","``/`` It/PRP was/VBD called/VBN the/DT ``/`` First/JJ Battle/NNP of/IN the/DT Newbury/NNP bypass/NN '/'' ,/, ``/`` said/VBD ARC/NNP 's/POS Harding/NNP ./."
160,Brokers said the stocks recovered early losses to edge up at close because of institutional support and short-covering ahead of Friday weekend .,Brokers/NNS said/VBD the/DT stocks/NNS recovered/VBD early/JJ losses/NNS to/TO edge/VB up/RB at/IN close/RB because/IN of/IN institutional/JJ support/NN and/CC short-covering/JJ ahead/RB of/IN Friday/NNP weekend/NN ./.
161,AFTER THE BELL - After hours slows in light volume .,AFTER/IN THE/NNP BELL/NNP -/: After/IN hours/NNS slows/VBZ in/IN light/JJ volume/NN ./.
162,"KIRKLAND , Wash .","KIRKLAND/NNP ,/, Wash/NNP ./."
163,Two died later in hospital .,Two/CD died/VBD later/RBR in/IN hospital/NN ./.
164,"Iran 's deputy representative to the United Nations , Majid Takht Ravanchi , made the allegations in a letter to U.N. Secretary-General Boutros Boutros-Ghali on Friday , the agency said .","Iran/NNP 's/POS deputy/JJ representative/NN to/TO the/DT United/NNP Nations/NNPS ,/, Majid/NNP Takht/NNP Ravanchi/NNP ,/, made/VBD the/DT allegations/NNS in/IN a/DT letter/NN to/TO U.N./NNP Secretary-General/JJ Boutros/NNP Boutros-Ghali/NNP on/IN Friday/NNP ,/, the/DT agency/NN said/VBD ./."
165,"- Mohib Textile Mills has defaulted to nearly 23 development finance institutions , foreign and local banks , leasing companies and modarabas ( Islamic mutual funds ) .","-/: Mohib/NN Textile/NNP Mills/NNP has/VBZ defaulted/VBN to/TO nearly/RB 23/CD development/NN finance/NN institutions/NNS ,/, foreign/JJ and/CC local/JJ banks/NNS ,/, leasing/VBG companies/NNS and/CC modarabas/NN (/( Islamic/NNP mutual/JJ funds/NNS )/) ./."
166,J. Srinath not out 1,J./NNP Srinath/NNP not/RB out/IN 1/CD
167,"SPA-FRANCORCHAMPS , Belgium 1996-08-25","SPA-FRANCORCHAMPS/NNP ,/, Belgium/NNP 1996-08-25/CD"
168,Boston 4 CALIFORNIA 1,Boston/NNP 4/CD CALIFORNIA/NNP 1/CD
169,3. Ferrari 48,3/LS ./. Ferrari/CD 48/CD
170,"Including the last three games of last October 's Divisional Playoff Series , the Mariners have beaten the Yankees 12 of the past 15 meetings overall and 14 of the last 16 in the Kingdome .","Including/VBG the/DT last/JJ three/CD games/NNS of/IN last/JJ October/NNP 's/POS Divisional/NNP Playoff/NNP Series/NNP ,/, the/DT Mariners/NNS have/VBP beaten/VBN the/DT Yankees/NNS 12/CD of/IN the/DT past/JJ 15/CD meetings/NNS overall/JJ and/CC 14/CD of/IN the/DT last/JJ 16/CD in/IN the/DT Kingdome/NNP ./."
171,"That , and the fact he is only a few hours drive away , influenced my decision to come to Aberdeen . ""","That/DT ,/, and/CC the/DT fact/NN he/PRP is/VBZ only/RB a/DT few/JJ hours/NNS drive/VBP away/RB ,/, influenced/VBD my/PRP$ decision/NN to/TO come/VB to/TO Aberdeen/NNP ./. ``/``"
172,""" I feel that we made it a little easy for the USTA .",``/`` I/PRP feel/VBP that/IN we/PRP made/VBD it/PRP a/DT little/JJ easy/JJ for/IN the/DT USTA/NNP ./.
173,OAKLAND 63 72 .467 13 1/2,OAKLAND/CC 63/CD 72/CD .467/JJ 13/CD 1/2/CD
174,They told reporters a group of Kurdistan Workers Party ( PKK ) guerrillas stopped the buses at a roadblock on the road linking the eastern provinces of Erzincan and Sivas on Monday night and forced the passengers to get out .,They/PRP told/VBD reporters/NNS a/DT group/NN of/IN Kurdistan/NNP Workers/NNP Party/NNP (/( PKK/NNP )/) guerrillas/NN stopped/VBD the/DT buses/NNS at/IN a/DT roadblock/NN on/IN the/DT road/NN linking/VBG the/DT eastern/JJ provinces/NNS of/IN Erzincan/NNP and/CC Sivas/NNP on/IN Monday/NNP night/NN and/CC forced/VBD the/DT passengers/NNS to/TO get/VB out/RP ./.
175,Mark Trevelyan,Mark/NNP Trevelyan/NNP
176,"The broader SBF-120 index closed 1.19 points or 0.08 percent lower at 1,421.90 points .","The/DT broader/JJR SBF-120/NNP index/NN closed/VBD 1.19/CD points/NNS or/CC 0.08/CD percent/NN lower/JJR at/IN 1,421.90/CD points/NNS ./."
177,pro-baseball games played on Wednesday .,pro-baseball/JJ games/NNS played/VBN on/IN Wednesday/NNP ./.
178,"Australian Open runner-up Anke Huber of Germany , the sixth seed , was undone by an unlucky draw that put her against 17th ranked South African Amanda Coetzer in her opening match .","Australian/JJ Open/NNP runner-up/NN Anke/NNP Huber/NNP of/IN Germany/NNP ,/, the/DT sixth/JJ seed/NN ,/, was/VBD undone/VBN by/IN an/DT unlucky/JJ draw/NN that/WDT put/VBD her/PRP against/IN 17th/CD ranked/VBD South/JJ African/JJ Amanda/NNP Coetzer/NNP in/IN her/PRP$ opening/JJ match/NN ./."
179,OB 4 Lotte 2,OB/$ 4/CD Lotte/NNP 2/CD
180,"The company was formed this year and a couple of analysts have been on their properties , said one analyst .","The/DT company/NN was/VBD formed/VBN this/DT year/NN and/CC a/DT couple/NN of/IN analysts/NNS have/VBP been/VBN on/IN their/PRP$ properties/NNS ,/, said/VBD one/CD analyst/NN ./."
181,Scores after the final,Scores/NNS after/IN the/DT final/JJ
182,A State Department statement appeared in part a response to Cuban complaints that Washington was jeopardising the accords by failing to return some of the Cubans involved in recent illegal migration incidents .,A/DT State/NNP Department/NNP statement/NN appeared/VBD in/IN part/NN a/DT response/NN to/TO Cuban/NNP complaints/NNS that/IN Washington/NNP was/VBD jeopardising/VBG the/DT accords/NNS by/IN failing/VBG to/TO return/VB some/DT of/IN the/DT Cubans/NNPS involved/VBN in/IN recent/JJ illegal/JJ migration/NN incidents/NNS ./.
183,W L PCT GB,W/NNP L/NNP PCT/NNP GB/NNP
184,"But commitee member Montgomerie said it could set an unhelpful precedent . """,But/CC commitee/NN member/NN Montgomerie/NNP said/VBD it/PRP could/MD set/VB an/DT unhelpful/JJ precedent/NN ./. ``/``
185,Sayed Salahuddin,Sayed/NNP Salahuddin/NNP
186,""" I 've been trying my whole career to be aggressive , "" said the 24-year-old Martinez after crushing Tauziat in just over an hour .","``/`` I/PRP 've/VBP been/VBN trying/VBG my/PRP$ whole/JJ career/NN to/TO be/VB aggressive/JJ ,/, ``/`` said/VBD the/DT 24-year-old/JJ Martinez/NNP after/IN crushing/VBG Tauziat/NNP in/IN just/RB over/IN an/DT hour/NN ./."
187,"In St Louis , Gary Sheffield and Devon White each drove in two runs and Mark Hutton scattered four hits over six innings to lead the Florida Marlins past the St. Louis Cardinals , 6-3 ,","In/IN St/NNP Louis/NNP ,/, Gary/NNP Sheffield/NNP and/CC Devon/NNP White/NNP each/DT drove/NN in/IN two/CD runs/NNS and/CC Mark/NNP Hutton/NNP scattered/VBD four/CD hits/NNS over/IN six/CD innings/NNS to/TO lead/VB the/DT Florida/NNP Marlins/NNP past/IN the/DT St./NNP Louis/NNP Cardinals/NNPS ,/, 6-3/CD ,/,"
188,Wasim becomes the 11th player to join the 300-club of,Wasim/NNP becomes/VBZ the/DT 11th/CD player/NN to/TO join/VB the/DT 300-club/CD of/IN
189,Leading prize money,Leading/VBG prize/VB money/NN
190,"11,500 .","11,500/CD ./."
191,Roberto Carretero ( Spain ) beat Jordi Burillo ( Spain ) 6-3 4-6 6-,Roberto/NNP Carretero/NNP (/( Spain/NNP )/) beat/VBP Jordi/JJ Burillo/NNP (/( Spain/NNP )/) 6-3/JJ 4-6/JJ 6-/JJ
192,""" If they ( the PUNR ) are so vexed , they could leave the government ...","``/`` If/IN they/PRP (/( the/DT PUNR/NNP )/) are/VBP so/RB vexed/JJ ,/, they/PRP could/MD leave/VB the/DT government/NN .../:"
193,Poland and Cyprus drew,Poland/NNP and/CC Cyprus/NNP drew/VBD
194,"Standings ( tabulated under played , won , drawn , lost , goals","Standings/NNS (/( tabulated/VBN under/IN played/VBN ,/, won/VBD ,/, drawn/NN ,/, lost/VBN ,/, goals/NNS"
195,Second round,Second/JJ round/NN
196,The latest sets a timetable for disarmament by the end of January and elections by May 30 .,The/DT latest/JJS sets/VBZ a/DT timetable/NN for/IN disarmament/NN by/IN the/DT end/NN of/IN January/NNP and/CC elections/NNS by/IN May/NNP 30/CD ./.
197,Result of a Scottish third,Result/NN of/IN a/DT Scottish/JJ third/NN
198,KANSAS CITY 4 Texas 3 ( 10 innings ),KANSAS/NNP CITY/NNP 4/CD Texas/NNP 3/CD (/( 10/CD innings/NNS )/)
199,"I know that if I want to play professional tennis I have to do my best to try to beat her and I ca n't be scared . """,I/PRP know/VBP that/IN if/IN I/PRP want/VBP to/TO play/VB professional/JJ tennis/NN I/PRP have/VBP to/TO do/VB my/PRP$ best/JJS to/TO try/VB to/TO beat/VB her/PRP and/CC I/PRP ca/MD n't/RB be/VB scared/VBN ./. ``/``
200,Bondholders and other unsecured non-trade creditors will receive warrants four about 2.2 million shares when the company 's market capitalization reaches $ 20 million .,Bondholders/NNS and/CC other/JJ unsecured/JJ non-trade/JJ creditors/NNS will/MD receive/VB warrants/NNS four/CD about/IN 2.2/CD million/CD shares/NNS when/WRB the/DT company/NN 's/POS market/NN capitalization/NN reaches/VBZ $/$ 20/CD million/CD ./.
201,Saeed Anwar c Croft b Cork 176,Saeed/NNP Anwar/NNP c/NN Croft/NNP b/NN Cork/NNP 176/CD
202,SOCCER - SCOTTISH THIRD DIVISION RESULT .,SOCCER/NNP -/: SCOTTISH/NNP THIRD/NNP DIVISION/NNP RESULT/NNP ./.
203,South Sydney 21 5 1 15 304 586 11,South/NNP Sydney/NNP 21/CD 5/CD 1/CD 15/CD 304/CD 586/CD 11/CD
204,Snoozing Vietnamese man takes slow train to Alaska .,Snoozing/VBG Vietnamese/JJ man/NN takes/VBZ slow/JJ train/NN to/TO Alaska/NNP ./.
205,Atlante 3 2 1 0 6 2 7,Atlante/NNP 3/CD 2/CD 1/CD 0/CD 6/CD 2/CD 7/CD
206,Rad 1 Buducnost ( P ) 0,Rad/NNP 1/CD Buducnost/NNP (/( P/NNP )/) 0/CD
207,Elect Res July 40.0 33.0 6.0 12.0 4.0,Elect/JJ Res/NNP July/NNP 40.0/CD 33.0/CD 6.0/CD 12.0/CD 4.0/CD
208,", suffered serious brain damage .",",/, suffered/VBD serious/JJ brain/NN damage/NN ./."
209,Jiri Novak ( Czech Republic ) vs. qualifier,Jiri/NNP Novak/NNP (/( Czech/NNP Republic/NNP )/) vs./FW qualifier/JJR
210,also covers snap FAT8222,also/RB covers/VBZ snap/JJ FAT8222/NNP
211,RIA news agency quoted an army source accusing rebel fighters of failing to turn up for joint Russian-Chechen police patrols in some districts of the capital Grozny on Tuesday .,RIA/NNP news/NN agency/NN quoted/VBD an/DT army/NN source/NN accusing/VBG rebel/JJ fighters/NNS of/IN failing/VBG to/TO turn/VB up/RP for/IN joint/JJ Russian-Chechen/NNP police/NN patrols/NNS in/IN some/DT districts/NNS of/IN the/DT capital/NN Grozny/NNP on/IN Tuesday/NNP ./.
212,WARSAW 1996-08-25,WARSAW/NNP 1996-08-25/JJ
213,"Lebed , who has arranged a military truce with separatist rebels in the southern Russia region , was in Moscow this week seeking support for a deal on Chechnya 's political status .","Lebed/NNP ,/, who/WP has/VBZ arranged/VBN a/DT military/JJ truce/NN with/IN separatist/JJ rebels/NNS in/IN the/DT southern/JJ Russia/NNP region/NN ,/, was/VBD in/IN Moscow/NNP this/DT week/NN seeking/VBG support/NN for/IN a/DT deal/NN on/IN Chechnya/NNP 's/POS political/JJ status/NN ./."
214,BADMINTON - MALAYSIAN OPEN BADMINTON RESULTS .,BADMINTON/NNP -/: MALAYSIAN/NNP OPEN/NNP BADMINTON/NNP RESULTS/NNP ./.
215,Ajax Amsterdam 1 ( Frank de Boer 30th ) AZ Alkmaar 0 .,Ajax/NNP Amsterdam/NNP 1/CD (/( Frank/NNP de/IN Boer/NNP 30th/CD )/) AZ/NNP Alkmaar/NNP 0/CD ./.
216,10. Shinichi Itoh ( Japan ) Honda 1:51.857,10/CD ./. Shinichi/NNP Itoh/NNP (/( Japan/NNP )/) Honda/NNP 1:51.857/CD
217,I do n't know if I can go any faster .,I/PRP do/VBP n't/RB know/VB if/IN I/PRP can/MD go/VB any/DT faster/NN ./.
218,CHICAGO 1996-08-26,CHICAGO/NNP 1996-08-26/JJ
219,"Ken Caminiti added two RBI for the Padres , who have won six of their last seven games and remained one game ahead of the Los Angeles Dodgers in the National League West .","Ken/NNP Caminiti/NNP added/VBD two/CD RBI/NNP for/IN the/DT Padres/NNP ,/, who/WP have/VBP won/VBN six/CD of/IN their/PRP$ last/JJ seven/CD games/NNS and/CC remained/VBD one/CD game/NN ahead/RB of/IN the/DT Los/NNP Angeles/NNP Dodgers/NNP in/IN the/DT National/NNP League/NNP West/NNP ./."
220,The Chechens said a renegade group seized the weapons and said on Monday they had all been returned .,The/DT Chechens/NNP said/VBD a/DT renegade/NN group/NN seized/VBD the/DT weapons/NNS and/CC said/VBD on/IN Monday/NNP they/PRP had/VBD all/DT been/VBN returned/VBN ./.
