id,text,label,score
463,the wonderfully lush morvern callar ,positive,0.5994
464,needless chase scenes and swordfights as the revenge unfolds ,negative,-0.5267
465,"gets vivid , convincing performances ",positive,0.4019
466,has some special qualities and the soulful gravity of crudup 's anchoring performance . ,positive,0.4019
467,pushing the jokes at the expense of character until things fall apart ,positive,0.25
468,the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst . ,positive,0.8689
469,works against itself ,positive,0.0
470,"a classy , sprightly spin on film ",positive,0.7096
471,and social commentary ,positive,0.0
472,does a film so graceless and devoid of merit as this one come along ,positive,0.4215
473,this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater ,negative,-0.807
474,it is n't much fun . ,negative,-0.4023
475,utter sincerity ,positive,0.0
476,this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit . ,positive,0.0
477,done his homework ,positive,0.0
478,a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent ,positive,0.4215
479,even felinni would know what to make of this italian freakshow . ,positive,0.0
480,comfy ,positive,0.0
481,"just consider what new best friend does not have , beginning with the minor omission of a screenplay . ",positive,0.8126
482,titillating material ,positive,0.0
483,"schaeffer is n't in this film , which may be why it works as well as it does . ",positive,0.2732
484,a feel movie ,positive,0.0
485,"it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such ",positive,0.0
486,brought back the value and respect for the term epic cinema ,positive,0.6705
487,inventive screenplay ,positive,0.0
488,the wonderful acting clinic put on by spader and gyllenhaal ,positive,0.5719
489,the obnoxious special effects ,negative,-0.0772
490,( `` take care of my cat '' ) is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals . ,positive,0.8402
491,a wannabe comedy of manners about a brainy prep-school kid with a mrs. robinson complex founders on its own preciousness -- and squanders its beautiful women . ,positive,0.8519
492,") do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ",negative,-0.6705
493,( hell is ) looking down at your watch and realizing serving sara is n't even halfway through . ,negative,-0.6808
494,a little underconfident ,positive,0.0
495,its premise is smart ,positive,0.4019
496,do justice to either effort in three hours of screen time ,positive,0.5267
497,if the poor quality of pokemon 4 ever is any indication ,negative,-0.4767
498,", queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle . ",negative,-0.7351
499,because it plays everything too safe ,positive,0.5994
500,the e-graveyard ,positive,0.0
501,"stirring , ",positive,0.0
502,a no-holds-barred cinematic treat . ,positive,0.4019
503,would have a résumé loaded with credits like `` girl in bar # 3 . '' ,positive,0.6124
504,"it 's hard to say who might enjoy this , are there tolstoy groupies out there ? ",positive,0.4215
505,a romance this smart ,positive,0.743
506,a wonderfully warm human drama that remains vividly in memory long ,positive,0.7003
507,the absurdity of the premise ,positive,0.0
508,"no rest period , no timeout ",negative,-0.5267
509,a low-budget series on a uhf channel ,positive,0.0
510,sick and demented humor ,negative,-0.296
511,fiji diver rusi vulakoro and the married couple howard and michelle hall ) ,positive,0.0
512,old-fashioned storytelling ,positive,0.0
513,"a sun-drenched masterpiece , part parlor game , part psychological case study ",positive,0.6249
514,a thoughtful what-if for the heart as well as the mind ,positive,0.5719
515,a film of ideas and wry comic mayhem ,positive,0.0
516,devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu ,negative,-0.296
517,emotionally intense ,positive,0.0772
518,about as inspiring ,positive,0.4215
519,crafted a deceptively casual ode ,positive,0.2023
520,quite possibly the sturdiest example yet ,positive,0.0
521,an entertainment destination for the general public ,positive,0.4215
522,conjured up more coming-of-age stories than seem possible ,positive,0.0
523,cleverly captures the dry wit that 's so prevalent on the rock ,positive,0.5106
524,it is about a domestic unit finding their way to joy ,positive,0.5859
525,"goth-vampire , tortured woe-is-me lifestyle ",negative,-0.5574
526,"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling . ",negative,-0.1531
527,balances both traditional or modern stories together in a manner that one never overwhelms the other . ,positive,0.1511
528,think of this dog of a movie ,positive,0.0
529,"` god help us , but capra and cooper are rolling over in their graves . ' ",negative,-0.1027
530,into parapsychological phenomena and the soulful nuances ,positive,0.0
531,rambling incoherence ,positive,0.0
532,"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story ",positive,0.0
533,takes hold and grips hard ,negative,-0.1027
534,on and on to the point of nausea ,positive,0.0
535,that might otherwise separate them ,positive,0.0
536,"the filmmaker 's extraordinary access to massoud , ",positive,0.0
537,"in creating an emotionally complex , dramatically satisfying heroine ",positive,0.836
538,"dickens ' wonderfully sprawling soap opera , the better ",positive,0.7783
539,the boat loads of people who try to escape the country ,positive,0.1779
540,to create an engaging story that keeps you guessing at almost every turn ,positive,0.5423
541,most of the dialogue made me want to pack raw dough in my ears . ,positive,0.0772
542,so bad ,negative,-0.5849
543,becoming a better person through love ,positive,0.7964
544,are totally estranged from reality ,positive,0.0
545,involving than this mess ,negative,-0.4357
546,"entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . ",positive,0.4019
547,"is nothing compared to the movie 's contrived , lame screenplay and listless direction ",negative,-0.4215
548,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ,positive,0.2263
549,pretend like your sat scores are below 120 and ,positive,0.2732
550,satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action ,positive,0.8402
551,", featuring an oscar-worthy performance by julianne moore . ",positive,0.0
552,endearing about it . ,positive,0.0
553,a lump of play-doh ,positive,0.0
554,"animation back 30 years , musicals back 40 years and ",positive,0.0
555,great actors ,positive,0.6249
556,are in tatters ,positive,0.0
557,have a story and a script ,positive,0.0
558,"will be delighted with the fast , funny , and even touching story . ",positive,0.7351
559,"fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end ",positive,0.1779
560,put off by the film 's austerity ,positive,0.0
561,a bold ( and lovely ) experiment that will ,positive,0.7506
562,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop . ",negative,-0.687
563,"has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero . ",positive,0.7351
564,"terrible , banal dialogue ; convenient , hole-ridden plotting ; ",negative,-0.4767
565,"not only a pianist , but a good human being ",positive,0.5927
566,significantly better ,positive,0.4404
567,climate ,positive,0.0
568,"and second , what 's with all the shooting ? ",positive,0.0
569,psychopathic ,positive,0.0
570,"if you 're part of her targeted audience , you 'll cheer . ",positive,0.5106
571,in jerking off in all its byzantine incarnations to bother pleasuring its audience ,positive,0.34
572,highly polished ,positive,0.0
573,it drags during its 112-minute length ,negative,-0.1779
574,delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ,positive,0.5859
