id,pos_tags
688,"Chua/NNP said/VBD offenders/NNS could/MD face/VB a/DT two-year/JJ prison/NN sentence/NN and/CC a/DT maximum/JJ fine/NN of/IN 5,000/CD ringgit/NN (/-LRB- $/SYM 2000/CD )/-RRB- ./."
689,-/: Parliament/NNP completes/VBZ draft/NN law/NN on/IN protection/NN of/IN river/NN waters/NNS in/IN Iraq/NNP ./.
690,"70/CD Tim/NNP Herron/NNP ,/, Duffy/NNP Waldorf/NNP ,/, Davis/NNP Love/NNP ,/, Anders/NNP Forsbrand/NNP"
691,BOSTON/NNP AT/IN CALIFORNIA/NNP
692,"--/: John/NNP Gilardi/NNP ,/, Frankfurt/NNP Newsroom/NNP ,/, +49/CD 69/CD 756525/CD"
693,"LAST/JJ SALE/NN :/: $/SYM 7,330,000/CD (/-LRB- MBIA/NNP )/-RRB- 3/1/90/CD @/IN 6.14900/CD %/NN NIC/NNP ;/: 4yrs/NNS 4mos/NNS Avg/NNP ;/: BBI-7.27/NNP %/NN"
694,SoCal/NNP Edison/NNP sees/VBZ 2/CD power/NN lines/NNS back/RB today/NN ./.
695,"2/CD -/: Christopher/NNP Wreh/NNP (/-LRB- Guingamp/NNP )/-RRB- ,/, Marc-Vivien/NNP Foe/NNP (/-LRB- Lens/NNP )/-RRB- ,/, Enzo/NNP"
696,But/CC Taha/NNP said/VBD that/IN the/DT absence/NN of/IN relevent/JJ legislations/NNS may/MD have/VB resulted/VBN in/IN some/DT mistakes/NNS by/IN some/DT security/NN officials/NNS ./.
697,"A/DT crowd/NN of/IN 2,000/CD paid/VBD $/SYM 10/CD a/DT head/NN to/TO hear/VB the/DT former/JJ star/NN running/VBG back/RB for/IN the/DT Buffalo/NNP Bills/NNPS professional/JJ football/NN club/NN and/CC a/DT Football/NNP Hall/NNP of/IN Fame/NNP member/NN on/IN Wednesday/NNP night/NN ./."
698,"``/`` If/IN they/PRP 're/VBP saying/VBG at/IN least/JJS 20/CD percent/NN ,/, then/RB their/PRP$ internal/JJ forecasts/NNS are/VBP probably/RB saying/VBG 25/CD or/CC 30/CD percent/NN ,/, ``/`` said/VBD one/CD Sydney/NNP media/NNS analyst/NN who/WP declined/VBD to/TO be/VB named/VBN ./."
699,"With/IN 2.5/CD percent/NN gross/JJ domestic/JJ product/NN growth/NN expected/VBN for/IN 1996/CD ,/, new/JJ job/NN growth/NN should/MD slowly/RB lower/VB the/DT unemployment/NN rate/NN over/IN the/DT rest/NN of/IN the/DT year/NN ./."
700,HONG/NNP KONG/NNP 1996-08-22/CD
701,World/NNP Series/NNP cricket/NN match/NN between/IN India/NNP and/CC Sri/NNP Lanka/NNP on/IN
702,Conversion/NN :/: Boeta/NNP Wessels/NNP ./.
703,Criciuma/NNP 5/CD 1/CD 2/CD 2/CD 7/CD 8/CD 5/CD
704,SOCCER/NN -/: PORTUGUESE/JJ FIRST/JJ DIVISION/NNP RESULT/NN ./.
705,"NUREMBERG/NNP ,/, Germany/NNP 1996-08-28/CD"
706,He/PRP said/VBD caps/NNS and/CC floors/NNS would/MD be/VB well/RB bid/VBN after/IN the/DT round/NN of/IN interest/NN rate/NN cuts/NNS due/JJ to/TO the/DT fact/NN these/DT rates/NNS should/MD stay/VB low/JJ at/IN the/DT short/JJ end/NN ./.
707,Bohdan/NNP Ulihrach/NNP (/-LRB- Czech/NNP Republic/NNP )/-RRB- vs./IN 14/CD -/: Alberto/NNP Costa/NNP
708,MANAMA/NNP 1996-08-22/CD
709,"Lead/NN batteries/NNS ,/, delivered/VBN consumer/NN 4.5/CD to/TO 6.0/CD cents/NNS /: pound/NN"
710,Tami/NNP Whitlinger/NNP Jones/NNP (/-LRB- U.S./NNP )/-RRB- beat/VBD Amy/NNP Frazier/NNP (/-LRB- U.S./NNP )/-RRB- 7-6/CD (/-LRB- 7-3/CD )/-RRB- 6-2/CD
711,"Bonnet/NNP ,/, who/WP has/VBZ been/VBN coaching/VBG the/DT Kwazulu-Natal/NNP provincial/JJ team/NN ,/, takes/VBZ over/RP from/IN Englishman/NNP Gavin/NNP Featherstone/NNP who/WP took/VBD South/NNP Africa/NNP to/TO 10th/JJ place/NN in/IN the/DT Olympic/NNP Games/NNPS in/IN Atlanta/NNP ./."
712,"The/DT callers/NNS said/VBD his/PRP$ life/NN could/MD be/VB cut/VBN short/JJ ,/, the/DT newspaper/NN said/VBD ./."
713,Following/VBG are/VBP the/DT European/JJ soccer/NN
714,Their/PRP$ teenaged/JJ son/NN sat/VBD in/IN a/DT VIP/NN box/NN with/IN first/JJ lady/NN Hillary/NNP Rodham/NNP Clinton/NNP and/CC watched/VBD as/IN his/PRP$ father/NN returned/VBD to/TO his/PRP$ wheelchair/NN ./.
715,9-120/CD
716,TRADE/NN BALANCE/NN
717,Martin/NNP Damm/NNP (/-LRB- Czech/NNP Republic/NNP )/-RRB- beat/VBD 6/CD -/: Younes/NNP El/NNP Aynaoui/NNP
718,AEI/NNP 's/POS Spanish/JJ operation/NN wins/VBZ ISO/NNP 9002/CD ./.
719,"In/IN an/DT effort/NN to/TO paint/VB the/DT drug/NN issue/NN in/IN non-political/JJ terms/NNS ,/, Dole/NNP said/VBD three/CD times/NNS during/IN his/PRP$ 20-minute/JJ address/NN that/IN illegal/JJ drug/NN use/NN was/VBD neither/CC a/DT Democratic/JJ nor/CC a/DT Republican/JJ issue/NN but/CC one/CD that/WDT involves/VBZ all/DT people/NNS ./."
720,TEXAS/NNP 74/CD 56/CD .569/CD -/:
721,David/NNP Rikl/NNP (/-LRB- Czech/NNP Republic/NNP )/-RRB- vs./IN Hicham/NNP Arazi/NNP (/-LRB- Morocco/NNP )/-RRB-
722,LAGOS/NNP 1996-05-28/CD
723,Gas/NN oil/NN 1,600/CD 1,650/CD 1,850-1,900/CD
724,(/-LRB- $/SYM 1=35.73/CD rupees/NNS )/-RRB-
725,The/DT Dayton/NNP peace/NN accords/NNS guaranteed/VBD refugees/NNS the/DT right/NN to/TO return/VB to/TO their/PRP$ homes/NNS and/CC ensured/VBD freedom/NN of/IN movement/NN across/IN ethnic/JJ lines/NNS ./.
726,Michael/NNP Stich/NNP nearly/RB pulled/VBD out/IN of/IN the/DT U.S./NNP Open/NNP in/IN protest/NN over/IN the/DT men/NNS 's/POS seeding/NN fiasco/NN but/CC the/DT former/JJ Wimbledon/NNP champion/NN was/VBD glad/JJ he/PRP stayed/VBD after/IN sweating/VBG out/RP a/DT four-set/JJ win/NN on/IN Monday/NNP over/IN qualifier/NN Tommy/NNP Haas/NNP ./.
727,Rebels/NNS of/IN the/DT Revolutionary/NNP United/NNP Front/NNP agreed/VBD a/DT ceasefire/NN in/IN April/NNP ./.
728,"Mike/NNP Clayton/NNP (/-LRB- Australia/NNP )/-RRB- 69/CD 76/CD ,/, Emanuele/NNP Canonica/NNP (/-LRB- Italy/NNP )/-RRB-"
729,"Bulgarian/JJ air/NN traffic/NN controllers/NNS will/MD go/VB on/IN strike/NN on/IN September/NNP 3/CD demanding/VBG higher/JJR pay/NN ,/, the/DT chief/NN of/IN the/DT Bulgarian/JJ association/NN of/IN air/NN traffic/NN controllers/NNS (/-LRB- Bulatka/NNP )/-RRB- said/VBD on/IN Monday/NNP ./."
730,Attendance/NN 13,500/CD ./.
731,HELSINKI/NNP 1996-08-27/CD
732,Haitai/NNP 10/CD Hanwha/NNP 4/CD
733,Summaries/NNS of/IN French/JJ first/JJ division/NN
734,Freiburg/NNP 3/CD 1/CD 0/CD 2/CD 5/CD 10/CD 3/CD
735,"It/PRP said/VBD another/DT ,/, the/DT Cometra/NNP et/FW al/FW Morinville/NNP 11-13/CD ,/, has/VBZ logged/VBN 128/CD feet/NNS of/IN productive/JJ Leduc/NNP Reef/NNP at/IN 5,400/CD feet/NNS and/CC is/VBZ flowing/VBG water/NN free/JJ at/IN the/DT rate/NN of/IN 590/CD barrels/NNS of/IN oil/NN per/IN day/NN on/IN a/DT 15/CD /: 64ths-inch/JJ choke/NN ./."
736,"On/IN the/DT official/JJ Beirut/NNP Stock/NNP Exchange/NNP ,/, only/RB 1,185/CD Ciments/NNP Libanais/NNP shares/NNS were/VBD traded/VBN at/IN $/SYM 1.1875/CD compared/VBN with/IN 2,036/CD shares/NNS traded/VBN on/IN Thursday/NNP at/IN the/DT same/JJ price/NN ./."
737,Arafat/NNP to/TO meet/VB Peres/NNP in/IN Gaza/NNP after/IN flight/NN ban/NN ./.
738,Bristol/NNP City/NNP 3/CD 1/CD 0/CD 2/CD 7/CD 4/CD 3/CD
739,"Athens/NNP and/CC Tirana/NNP signed/VBD an/DT accord/NN in/IN May/NNP to/TO legalise/VB the/DT status/NN of/IN Albanian/JJ immigrant/JJ workers/NNS ,/, estimated/VBN at/IN 350,000/CD ,/, and/CC remove/VB a/DT long-standing/JJ stumbling/NN block/NN in/IN relations/NNS between/IN the/DT two/CD Balkan/JJ neighbours/NNS ./."
740,Togo/NNP win/VB 1-0/CD on/IN aggregaete/NN
741,Foreign/JJ exchange/NN controls/NNS were/VBD removed/VBN April/NNP 22/CD as/IN part/NN of/IN a/DT wider/JJR IMF-sponsored/JJ program/NN ./.
742,Reuters/NNP has/VBZ not/RB verified/VBN these/DT stories/NNS and/CC does/VBZ not/RB vouch/VB for/IN their/PRP$ accuracy/NN ./.
743,"To/TO be/VB sure/JJ ,/, sales/NNS of/IN Windows/NNP 95/CD and/CC the/DT accompanying/VBG Office/NNP 95/CD upgrade/NN drove/VBD Microsoft/NNP sales/NNS up/RB 46/CD percent/NN last/JJ year/NN to/TO a/DT record/NN $/SYM 8.67/CD billion/CD and/CC cemented/VBD the/DT company/NN 's/POS status/NN as/IN the/DT industry/NN 's/POS dominant/JJ company/NN ./."
744,Portuguesa/NNP 2/CD Parana/NNP 0/CD
745,Andy/NNP Caddick/NNP 1/CD 1/CD 0/CD 4/CD 4/CD 4.00/CD
746,"Jews/NNPS and/CC Christians/NNPS who/WP do/VBP not/RB pray/VB should/MD accompany/VB them/PRP and/CC stand/VB behind/IN them/PRP ,/, ``/`` Arafat/NNP said/VBD ./."
747,An/DT announcement/NN was/VBD planned/VBN in/IN Chicago/NNP Wednesday/NNP ./.
748,"Nearly/RB every/DT African/JJ member/NN who/WP spoke/VBD ,/, as/RB well/RB as/IN most/JJS Security/NNP Council/NNP members/NNS ,/, however/RB ,/, were/VBD unsympathetic/JJ towards/IN the/DT government/NN of/IN President/NNP Pierre/NNP Buyoya/NNP ,/, an/DT army/NN major/NN put/VBN in/IN power/NN in/IN a/DT July/NNP coup/NN by/IN the/DT Tutsi-run/JJ military/NN ,/, which/WDT is/VBZ locked/VBN in/IN a/DT guerrilla/NN war/NN with/IN the/DT majority/NN Hutus/NNPS ./."
749,HOUSTON/NNP 72/CD 62/CD .537/CD -/:
750,LONDON/NNP 1996-08-22/CD
751,In/IN Larnaca/NNP :/: AEK/NNP Larnaca/NNP (/-LRB- Cyprus/NNP )/-RRB- 5/CD Kotaik/NNP Abovyan/NNP (/-LRB- Armenia/NNP )/-RRB-
752,MGT/NNP /: UND/NNP 5/CD BP/NNP SELL/NN CONC/NN 5/CD BP/NNP PRAECIP/NN =/SYM
753,1ST/JJ CPN/NN :/: 05/01/97/CD
754,10./CD Keiichi/NNP Kitigawa/NNP (/-LRB- Japan/NNP )/-RRB- Suzuki/NNP 38:42.333/CD
755,1./CD Max/NNP van/NNP Heeswijk/NNP (/-LRB- Netherlands/NNP )/-RRB- Motorola/NNP 4/CD hours/NNS 39/CD minutes/NNS
756,Balance/NN +3,831/CD +3,428/CD +12,696/CD +15,272/CD
757,soccer/NN match/NN played/VBN on/IN Sunday/NNP :/:
758,282/CD Corey/NNP Pavin/NNP 73/CD 70/CD 70/CD 69/CD
759,SOCCER/NN -/: BELGIAN/JJ FIRST/JJ DIVISION/NNP RESULTS/NNS ./.
760,"A/DT Thai/JJ consular/JJ official/NN has/VBZ fled/VBN Hong/NNP Kong/NNP after/IN being/VBG questioned/VBN by/IN anti-corruption/JJ police/NNS in/IN connection/NN with/IN soliciting/VBG bribes/NNS to/TO issue/VB a/DT passport/NN ,/, Hong/NNP Kong/NNP government/NN radio/NN said/VBD on/IN Thursday/NNP ./."
761,Inzamam-ul-Haq/NNP c/NN Hussain/NNP b/NN Mullally/NNP 35/CD
762,"Peres/NNP is/VBZ expected/VBN to/TO fly/VB home/RB on/IN Friday/NNP ,/, officials/NNS said/VBD ./."
763,"Women/NNS who/WP get/VBP measles/NN while/IN pregnant/JJ may/MD have/VB babies/NNS at/IN higher/JJR risk/NN of/IN Crohn/NNP 's/POS disease/NN ,/, a/DT debilitating/VBG bowel/NN disorder/NN ,/, researchers/NNS said/VBD on/IN Friday/NNP ./."
764,-/: Shimon/NNP Peres/NNP to/TO Morocco/NNP ,/, will/MD stay/VB at/IN king/NN 's/POS private/JJ residence/NN ./.
765,1-6/CD 6-1/CD
766,EL/NNP MUNDO/NNP
767,Possession/NN of/IN 30/CD grammes/NNS (/-LRB- just/RB over/IN an/DT ounce/NN )/-RRB- of/IN heroin/NN or/CC five/CD kg/NNS (/-LRB- 11/CD lb/NN )/-RRB- of/IN opium/NN is/VBZ punishable/JJ by/IN death/NN in/IN Iran/NNP ./.
768,A/DT recent/JJ survey/NN showed/VBD that/IN illegal/JJ drug/NN use/NN among/IN 12-17/CD year-olds/NNS had/VBD doubled/VBN in/IN the/DT past/JJ four/CD years/NNS ./.
769,Montpellier/NNP 0/CD Cannes/NNP 1/CD (/-LRB- Charvet/NNP 8th/JJ )/-RRB- ./.
770,MSV/NNP Duisburg/NNP 3/CD 0/CD 0/CD 3/CD 1/CD 8/CD 0/CD
771,"It/PRP was/VBD maybe/RB my/PRP$ best/JJS first/JJ round/NN match/NN in/IN a/DT Grand/NNP Slam/NNP I/PRP ever/RB played/VBD ./. ``/``"
772,"Raith/NNP lost/VBD their/PRP$ first/JJ two/CD games/NNS of/IN the/DT season/NN away/RB to/TO Rangers/NNPS and/CC Celtic/NNP ,/, then/RB crashed/VBD 3-0/CD at/IN home/NN to/TO Motherwell/NNP on/IN Saturday/NNP ./."
773,Ipswich/NNP 2/CD 1/CD 0/CD 1/CD 5/CD 3/CD 3/CD
774,British/JJ Foreign/NNP Secretary/NNP Malcolm/NNP Rifkind/NNP said/VBD on/IN Tuesday/NNP that/IN his/PRP$ government/NN would/MD only/RB take/VB action/NN against/IN a/DT planned/VBN conference/NN of/IN Islamist/JJ groups/NNS in/IN London/NNP if/IN British/JJ law/NN was/VBD broken/VBN ./.
775,JUMHOURIYA/NNP
776,Peace/NN talks/NNS between/IN the/DT two/CD sides/NNS were/VBD last/RB held/VBN in/IN February/NNP ./.
777,Extras/NNS (/-LRB- nb-8/CD )/-RRB- 8/CD
778,7./CD Irina/NNP Privalova/NNP (/-LRB- Russia/NNP )/-RRB- 11.28/CD
779,1/CD -/: Arantxa/NNP Sanchez/NNP Vicario/NNP (/-LRB- Spain/NNP )/-RRB- beat/VBD 3/CD -/: Jana/NNP Novotna/NNP (/-LRB- Czech/NNP Republic/NNP )/-RRB- 1-6/CD ,/, 6-2/CD 6-3/CD
780,"A/DT stake/NN of/IN 10/CD million/CD shares/NNS in/IN Russian/JJ gas/NN monopoly/NN RAO/NNP Gazprom/NNP was/VBD sold/VBN at/IN auction/NN on/IN Thursday/NNP at/IN an/DT average/JJ 2,901.48/CD roubles/NNS a/DT share/NN ,/, up/RB from/IN 2,891.00/CD roubles/NNS a/DT week/NN ago/RB ,/, the/DT Federal/NNP Securities/NNPS Corporation/NNP (/-LRB- FFK/NNP )/-RRB- said/VBD ./."
781,Albania/NNP charges/VBZ Briton/NNP with/IN child/NN sex/NN abuse/NN ./.
782,"It/PRP said/VBD the/DT U.S./NNP State/NNP Department/NNP 's/POS coordinator/NN for/IN counter/NN terrorism/NN ,/, Philip/NNP Wilcox/NNP ,/, had/VBD expressed/VBN Washington/NNP 's/POS support/NN for/IN the/DT government/NN when/WRB he/PRP visited/VBD Colombo/NNP this/DT week/NN ./."
783,Guarani/NNP 3/CD 0/CD 1/CD 2/CD 1/CD 5/CD 1/CD
784,Martin/NNP Ayres/NNP
785,BONN/NNP 1996-08-22/CD
786,(/-LRB- End/NN first/JJ round/NN )/-RRB-
787,"``/`` People/NNS who/WP wish/VBP to/TO hold/VB conferences/NNS of/IN course/NN do/VBP n't/RB need/VB to/TO seek/VB permission/NN from/IN the/DT government/NN in/IN Britain/NNP ,/, ``/`` Rifkind/NNP ,/, in/IN Pakistan/NNP for/IN a/DT visit/NN ,/, told/VBD Reuters/NNP ./. ``/``"
788,"``/`` We/PRP had/VBD 300/CD Earth/NNP First/NNP protestors/NNS invade/VB and/CC occupy/VB our/PRP$ site/NN ./."
789,"CARLSBAD/NNP ,/, California/NNP 1996-08-21/CD"
790,First/JJ rescuers/NNS arrived/VBD shortly/RB after/IN 1/CD p.m./RB (/-LRB- 1100/CD GMT/NNP )/-RRB- and/CC reported/VBD soon/RB afterwards/RB that/IN most/JJS of/IN the/DT three-engine/JJ jet/NN 's/POS wreckage/NN was/VBD scattered/VBN around/IN the/DT top/NN of/IN the/DT small/JJ Opera/NNP mountain/NN while/IN the/DT rest/NN had/VBD slid/VBN down/IN the/DT mountainside/NN ./.
791,Oppenheimer/NNP Capital/NNP to/TO review/VB Oct./NNP div/NN ./.
792,"The/DT Organisation/NNP for/IN Security/NNP and/CC Cooperation/NNP in/IN Europe/NNP ,/, which/WDT is/VBZ running/VBG the/DT election/NN ,/, allowed/VBD the/DT ballot/NN to/TO be/VB held/VBN on/IN Sunday/NNP in/IN four/CD Hungarian/JJ refugee/NN camps/NNS ./."
793,Thiel/NNP said/VBD on/IN Wednesday/NNP that/IN he/PRP had/VBD also/RB asked/VBN Olympic/JJ 200/CD and/CC 400/CD champion/NN Michael/NNP Johnson/NNP to/TO run/VB as/RB well/RB as/IN Christie/NNP ./.
794,"``/`` We/PRP 're/VBP investigating/VBG with/IN the/DT idea/NN that/IN both/DT fires/NNS may/MD be/VB arson/NN ,/, but/CC that/WDT has/VBZ n't/RB been/VBN conclusively/RB established/VBN ,/, ``/`` said/VBD Wayne/NNP Jordan/NNP ,/, a/DT spokesman/NN for/IN the/DT Arkansas/NNP State/NNP Police/NNP ./."
795,"``/`` Most/JJS of/IN the/DT Olympic/JJ champions/NNS of/IN the/DT past/NN are/VBP coming/VBG including/VBG Britain/NNP 's/POS (/-LRB- 1980/CD champion/NN )/-RRB- Allan/NNP Wells/NNP ./."
796,"Last/JJ month/NN ,/, it/PRP reported/VBD a/DT second-quarter/JJ loss/NN of/IN $/SYM 33.2/CD million/CD ,/, or/CC 51/CD cents/NNS a/DT share/NN ,/, vs./IN a/DT loss/NN of/IN $/SYM 45.3/CD million/CD ,/, or/CC 97/CD cents/NNS a/DT share/NN ,/, a/DT year/NN earlier/RBR ./."
797,Women/NNS 's/POS 100/CD metres/NNS
798,"PUNR/NNP leader/NN Gheorghe/NNP Funar/NNP said/VBD in/IN a/DT statement/NN Iliescu/NNP ,/, in/IN power/NN since/IN the/DT fall/NN of/IN communism/NN in/IN 1989/CD ,/, should/MD be/VB impeached/VBN for/IN treason/NN for/IN compromising/VBG on/IN the/DT issue/NN of/IN ethnic/JJ Hungarian/JJ minority/NN rights/NNS in/IN the/DT treaty/NN due/JJ to/TO be/VB signed/VBN next/JJ month/NN ./."
799,All/DT Blacks/NNPS coach/NN John/NNP Hart/NNP said/VBD Prime/NNP Minister/NNP Jim/NNP Bolger/NNP rang/VBD him/PRP today/NN to/TO offer/VB his/PRP$ congratulations/NNS ./.
800,Pakistan/NNP first/JJ innings/NN
801,8-238/CD 9-242/CD
802,National/NNP League/NNP
803,"for/IN ,/, against/IN ,/, points/NNS )/-RRB- :/: "
804,"Conservative/JJ New/NNP Democracy/NNP (/-LRB- ND/NNP )/-RRB- party/NN leader/NN Miltiadis/NNP Evert/NNP will/MD be/VB hitting/VBG the/DT campaign/NN trail/NN and/CC head/VB to/TO Alexandroupolis/NNP this/DT weekend/NN to/TO speak/VB to the/DT city/NN 's/POS businessmen/NNS on/IN Sunday/NNP morning/NN ,/, ND/NNP said/VBD ./."
805,Very/RB sexy/JJ ./. ``/``
806,1260/CD -/: The/DT Ghibellines/NNPS retook/VBD the/DT city/NN of/IN Florence/NNP from/IN the/DT Florentine/NNP Guelfs/NNPS at/IN the/DT battle/NN of/IN Monte/NNP Aperto/NNP ./.
807,Santos/NNP 3/CD 3/CD 0/CD 0/CD 4/CD 1/CD 9/CD
808,Dnipro/NNP Dnipropetrovsk/NNP 2/CD CSKA/NNP Kiev/NNP 1/CD
809,"``/`` At/IN first/JJ the/DT organisers/NNS would/MD n't/RB let/VB anyone/NN help/VB me/PRP but/CC when/WRB they/PRP saw/VBD I/PRP did/VBD n't/RB understand/VB a/DT young/JJ translator/NN ringed/VBD the/DT names/NNS I/PRP had/VBD to/TO mark/VB ,/, ``/`` she/PRP said/VBD ./. ``/``"
810,WARRANTS/NNS STRIKE/NN ISS/NN PRICE/NN PREMIUM/NN GEARING/NN
811,Individual/JJ pursuit/NN semifinals/NNS (/-LRB- over/IN 4,000/CD metres/NNS )/-RRB- :/:
812,8./CD Takeishi/NNP 38:34.999/CD
813,U.S./NNP President/NNP Bill/NNP Clinton/NNP had/VBD to/TO drop/VB the/DT resort/NN of/IN Ballybunion/NNP from/IN a/DT whirlwind/JJ Irish/JJ tour/NN last/JJ year/NN ./.
814,"Cheung/NNP was/VBD being/VBG detained/VBN pending/VBG formal/JJ charges/NNS ,/, police/NNS said/VBD ./."
815,"He/PRP unexpectedly/RB broke/VBD off/RP his/PRP$ address/NN to/TO take/VB a/DT telephone/NN call/NN from/IN U.S./NNP Middle/NNP East/NNP envoy/NN Dennis/NNP Ross/NNP ,/, who/WP held/VBD talks/NNS in/IN Paris/NNP on/IN Tuesday/NNP with/IN Israeli/JJ and/CC Egyptian/JJ officials/NNS ./."
816,NEW/NNP YORK/NNP 1996-08-27/CD
817,SOCCER/NN -/: FRENCH/JJ LEAGUE/NN SUMMARIES/NNS ./.
818,"Dark/JJ northern/JJ spring/NN and/CC white/JJ wheat/NN bids/NNS were/VBD mostly/RB steady/JJ on/IN Tuesday/NNP but/CC a/DT few/JJ locations/NNS quoted/VBD weaker/JJR values/NNS as/IN newly/RB harvested/VBN spring/NN wheat/NN flooded/VBD the/DT market/NN ,/, several/JJ cash/NN grain/NN dealers/NNS said/VBD ./."
819,Two/CD Iranian/JJ opposition/NN leaders/NNS meet/VBP in/IN Baghdad/NNP ./.
820,"``/`` Late/JJ wages/NNS ,/, no/DT work/NN and/CC (/-LRB- the/DT lack/NN of/IN a/DT )/-RRB- production/NN programme/NN are/VBP the/DT main/JJ reasons/NNS for/IN their/PRP$ protests/NNS ,/, ``/`` a/DT senior/JJ member/NN of/IN the/DT local/JJ Socialist/NNP Party/NNP branch/NN told/VBD Reuters/NNP ./."
821,Extras/NNS (/-LRB- lb-4/CD w-10/CD nb-7/CD )/-RRB- 21/CD
822,Hanwha/NNP 56/CD 1/CD 48/CD .538/CD 7/CD
823,BEIJING/NNP 1996-08-27/CD
824,8./CD Gabriele/NNP Colombo/NNP (/-LRB- Italy/NNP )/-RRB- 58/CD
825,6./CD Danny/NNP Theybers/NNP (/-LRB- Belgium/NNP )/-RRB- Honda/NNP
826,CALIFORNIA/NNP 61/CD 70/CD .466/CD 14/CD
827,8./CD Fabio/NNP Baldato/NNP (/-LRB- Italy/NNP )/-RRB- 11/CD seconds/NNS behind/IN
828,Hekmatyar/NNP rejoined/VBD the/DT government/NN as/IN prime/JJ minister/NN last/JJ June/NNP under/IN a/DT peace/NN pact/NN with/IN Rabbani/NNP and/CC has/VBZ since/IN been/VBN trying/VBG to/TO persuade/VB other/JJ opposition/NN factions/NNS to/TO follow/VB suit/NN ./.
829,"Last/JJ Thursday/NNP the/DT EU/NNP sold/VBD 34,277/CD tonnes/NNS of/IN German/JJ intervention/NN barley/NN at/IN a/DT minimum/JJ price/NN of/IN 109.36/CD Ecus/NNS per/IN tonne/NN ,/, which/WDT was/VBD seen/VBN as/IN worth/JJ $/SYM 149/CD per/IN tonne/NN fob/NN ./."
830,Plymouth/NNP 3/CD 2/CD 1/CD 0/CD 8/CD 5/CD 7/CD
831,-/: Kabariti/NNP and/CC parliament/NN speaker/NN meet/VBP to/TO discuss/VB ways/NNS to/TO reactivate/VB parliament/NN 's/POS legislative/JJ role/NN ./.
832,NEW/NNP YORK/NNP 1996-08-26/CD
833,STOCKHOLM/NNP 1996-08-29/CD
834,Utrecht/NNP 0/CD Twente/NNP Enschede/NNP 0/CD ./.
835,His/PRP$ health/NN was/VBD the/DT subject/NN of/IN much/JJ recent/JJ speculation/NN ./.
836,Ferencvaros/NNP :/:
837,"ALLENTOWN/NNP ,/, Pa/NNP ./."
838,"Jordan/NNP ,/, which/WDT has/VBZ blamed/VBN Iraq/NNP for/IN bread/NN riots/NNS last/JJ week/NN ,/, has/VBZ asked/VBN an/DT Iraqi/JJ diplomat/NN to/TO leave/VB ,/, official/JJ and/CC diplomatic/JJ sources/NNS said/VBD on/IN Friday/NNP ./."
839,"lost/VBN ,/, winning/VBG percentage/NN and/CC games/NNS behind/IN )/-RRB- :/: "
840,outstanding/JJ 14,775,000/CD 14,775,000/CD 14,775,000/CD 14,775,000/CD
841,./.
842,Italian/JJ Cup/NNP winners/NNS Fiorentina/NNP beat/VBD
843,Csepel/NNP 1/CD Videoton/NNP (/-LRB- */SYM )/-RRB- 1/CD
844,Major/JJ suppliers/NNS :/:
845,RALLYING/NN -/: 1,000/CD LAKES/NNP RALLY/NNP RESULT/NN /: WORLD/NNP CHAMPIONSHIP/NNP STANDINGS/NNS ./.
846,9./CD Yoshikawa/NNP 107/CD
847,forfeited/VBN ./.
848,BRASILIA/NNP 1996-08-29/CD
849,HELIBOR/NNP INTEREST/NN RATES/NNS LARGELY/RB UNCHANGED/JJ ./.
850,The/DT letter/NN was/VBD signed/VBN by/IN some/DT 200/CD area/NN residents/NNS and/CC indigenous/JJ leaders/NNS ./.
851,That/DT resulted/VBD in/IN general/JJ elections/NNS in/IN March/NNP 1973/CD when/WRB the/DT Peronists/NNPS led/VBN by/IN Hector/NNP Campora/NNP and/CC Vicente/NNP Solano/NNP Lima/NNP returned/VBD to/TO power/NN ./.
852,Cruzeiro/NNP 3/CD 2/CD 1/CD 0/CD 4/CD 2/CD 7/CD
853,+3/CD Jim/NNP Furyk/NNP through/IN 16/CD
854,Caddick/NNP 57.2/CD 10/CD 165/CD 6/CD 27.50/CD
855,"The/DT Statesman/NNP newspaper/NN quoted/VBD 40-year-old/JJ Mangala/NNP Das/NNP ,/, paralysed/VBN from/IN her/PRP$ waist/NN down/RB and/CC a/DT resident/NN of/IN the/DT Prem/NNP Dan/NNP (/-LRB- Gift/NNP of/IN Love/NNP )/-RRB- home/NN for/IN the/DT destitute/JJ ,/, as/IN saying/VBG she/PRP and/CC her/PRP$ friends/NNS had/VBD been/VBN praying/VBG incessantly/RB for/IN Mother/NNP Teresa/NNP 's/POS recovery/NN ./."
856,"With/IN Democrats/NNPS gathering/VBG in/IN Chicago/NNP to/TO start/VB a/DT convention/NN on/IN Monday/NNP to/TO nominate/VB him/PRP for/IN a/DT second/JJ term/NN as/IN president/NN ,/, Clinton/NNP plans/VBZ a/DT steady/JJ parade/NN of/IN events/NNS designed/VBN to/TO highlight/VB his/PRP$ leadership/NN and/CC dim/VB the/DT glow/NN of/IN the/DT just-concluded/JJ Republican/JJ conclave/NN that/WDT gave/VBD a/DT boost/NN to/TO rival/JJ Bob/NNP Dole/NNP ./."
857,",/, at/IN midday/NN and/CC told/VBD doctors/NNS that/IN she/PRP had/VBD been/VBN paralysed/VBN by/IN the/DT disease/NN ./."
858,--/: Cleveland/NNP Newsdesk/NNP 216-579-0077/CD
